state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
oregon,OR,1993,10825690,7771877,2339167,3658245,0,478006,463419,2383214,205031,128575,818656,955809,45,171638,2882130,9012743,2258239,6754504,4269207,533761,1223108,301330,427098,1531560,7684558,2258239,5426319,2493333,1476039,447585,357204,799620,73284,199917,263657,32395,506465,427098,612456,0,105077,1223108,5820850,16577577
oregon,OR,1992,10034160,7306141,2062649,3322287,0,438629,410014,2221297,152161,100186,725829,1195376,48,168854,2559117,7978532,1613334,6365198,3725052,547176,1032755,255422,804793,1558880,6841896,1613334,5228562,1935358,1329286,382678,290155,672363,71087,209026,216263,21252,410586,804793,501723,0,103881,1032755,6295080,16157893
pennsylvania,PA,2018,108605542,87715628,29418893,40709545,10920832,10113420,2721979,12800890,2486379,1666045,12675007,4912183,NA,2066562,18823352,102651514,22327616,80323898,53989427,8870696,12811434,3065350,1586991,10561499,87902698,22327616,65575082,26638852,29548636,5441838,3668311,9430950,1151450,2182586,784111,322044,2761463,1586991,2572474,1514990,1937382,12811434,49064189,105234020
pennsylvania,PA,2017,103959640,84656671,29475131,37853091,10509734,9119703,2240809,12063782,2344344,1574719,11498190,5830259,NA,2012789,17290180,104023221,22256314,81766907,56147568,8453927,12734112,2929398,1501902,10490084,89366614,22256314,67110300,28410894,31373090,5132420,3428716,8159034,1093448,2183012,733442,339885,2633479,1501902,4377292,1760,1920735,12734112,47519575,118258436
pennsylvania,PA,2016,90792145,79737894,26240030,37394589,10221593,9062781,2159170,11932232,2456231,1562582,11410663,4692612,NA,1937885,9116366,96439652,20050597,76389055,52170583,8045415,12163270,2503716,1506071,9995674,82457161,20050597,62406564,25179057,27933780,4991927,3229043,8685049,1045151,2101822,660210,342281,2772823,1506071,4009947,1602,1817619,12163270,47099314,111235292
pennsylvania,PA,2015,90830702,74729881,23065920,36110311,9865270,8504539,2222062,11488974,2510136,1519330,10527926,5025724,0,1862270,14238551,89577939,19407646,70170293,46974310,7096723,12451377,2213982,1433901,9908104,75364303,19407646,55956657,23442663,24749412,4228219,3042955,7746006,1037183,2061391,665218,320836,2996767,1433901,3639752,4,1762255,12451377,47052095,128274927
pennsylvania,PA,2014,89537550,70354934,21868995,34192869,9497906,7921523,2302934,10809736,2301589,1359181,9891633,4401437,0,1786501,17396115,87463890,18835531,68628359,46464080,6117237,12463559,2123046,1460437,9573882,73356159,18835531,54520628,22994811,24375771,4074909,2959237,6974482,964480,1965261,649983,270604,3046366,1460437,3619818,2168,1642004,12463559,47572612,119966002
pennsylvania,PA,2013,87910876,69755731,21412638,33965626,9243355,7862945,2585202,10777334,2208163,1288627,9691460,4686007,0,1731463,16423682,87523870,18834325,68689545,44347538,7045899,13702203,2147773,1446132,9240149,72235357,18834325,53401032,22628667,23078652,3789791,3080531,7601344,911672,2119602,642051,327664,2958712,1446132,3650539,10,1586300,13702203,47020552,124835296
pennsylvania,PA,2012,78467061,66792105,20626997,32949917,9166842,7984791,2646493,10102113,1837374,1212304,9029379,4185812,0,1657205,10017751,87339608,18526116,68813492,43222274,7112341,14602230,2212477,1664170,8309428,71196967,18526116,52670851,22021320,22498613,3551268,2986776,7581761,913085,1999636,647830,299068,3115541,1664170,3917899,0,1540411,14602230,46198646,119210539
pennsylvania,PA,2011,90892647,69499280,23842639,32352286,8951757,7832017,2578020,9831427,1978061,1181004,8622614,4681741,0,1571223,19822144,90791525,19944576,70846949,43762250,7291907,15844146,2146870,1801776,8197573,73457932,19944576,53513356,22849414,23707455,3530943,2759144,7790203,884062,1910065,663182,306043,2956520,1801776,4299125,0,1489447,15844146,45267281,121113613
pennsylvania,PA,2010,83282944,63880033,21338641,30169122,8029797,7435101,2546905,9352287,1648956,1156076,7939424,4432846,0,1511390,17891521,87285286,18871434,68413852,40916770,7506718,16404349,1849102,1736913,8072449,69431023,18871434,50559589,21501557,22534344,3865380,1225737,7493880,878283,1874225,692230,251319,3245814,1736913,4131341,0,1449914,16404349,44737622,114304133
pennsylvania,PA,2009,40050370,60725555,18314112,30071179,8496182,6600228,2503297,9550238,1740532,1180702,7499934,4840330,0,1491768,-22166953,79812933,19144305,60668628,38517831,6798987,11512652,2015399,1823759,7976822,66894551,19144305,47750246,21325162,21240686,3023026,2127280,7347576,879920,1702602,657563,298631,2901101,1823759,3567245,0,1405730,11512652,41924042,111348951
pennsylvania,PA,2008,71142087,60800175,16170286,32123740,8873309,6432704,2822738,10408439,2191420,1395130,7065194,5440955,0,1413265,8928647,73354637,17826902,55527735,35968591,5840481,9819464,1950815,1948384,7802801,62231302,17826902,44404400,19475573,19822978,2821303,2030708,6570331,839741,1744264,681763,288133,2503561,1948384,3504563,14,1303857,9819464,40100004,152815652
pennsylvania,PA,2007,83112062,59113680,16093568,30837657,8661711,5820832,2847005,9812726,2286527,1408856,6647661,5534794,0,1349124,22649258,69856707,17058314,52798393,35710548,5005455,8464813,1849632,1767945,7866416,60124045,17058314,43065731,18546263,19940714,2523454,1939242,5953540,742922,1720374,637592,288686,2480029,1767945,3583284,3,1267846,8464813,37078731,150326393
pennsylvania,PA,2006,73134243,55418674,15326716,29050577,8403283,5375914,2675599,9021917,2116954,1456910,6426381,4615000,0,1258250,16457319,64917023,13650400,51266623,35511786,4527970,8094164,1716385,1416318,7479737,55565739,13650400,41915339,17096758,19038671,2442368,1707705,5773111,663626,1567499,578264,230683,2304508,1416318,2746228,81459,1175661,8094164,32121487,126110847
pennsylvania,PA,2005,69760398,54094773,16724033,27262969,8064868,5162344,2725459,8275589,1703295,1331414,6100966,4006805,0,1171179,14494446,63880777,13307866,50572911,34780820,5132097,7881626,1568000,1210368,7560623,54866652,13307866,41558786,16651574,19443499,2276713,1767737,5881440,615176,1713859,527883,138976,2237452,1210368,2401975,50992,1081507,7881626,27573088,113364309
pennsylvania,PA,2004,69212674,50028732,15325737,25346879,7773133,4756518,2547850,7323364,1677998,1268016,5679181,3676935,0,1109204,18074738,56969147,12061035,44908112,31446969,2896845,8044411,1396486,1123401,3761741,47858275,12061035,35797240,15529362,16772449,2201565,1471027,3561344,604141,1488414,631347,168300,2106546,1123401,2200379,48285,1018176,8044411,25995752,104532372
pennsylvania,PA,2003,49459403,46904770,14466919,23187302,7561149,4410858,2213875,6661780,1189314,1150326,5642131,3608418,0,1013471,1541162,57428466,11943470,45484996,31144060,3735390,8186270,1332146,1087130,7168728,48252480,11943470,36309010,14838088,16085269,1945368,1495004,5032532,1026678,1359531,579003,171050,2208949,1087130,2423878,40606,949110,8186270,24330327,93430245
pennsylvania,PA,2002,46164524,46544216,13733507,22135537,7330422,3617714,2078209,6734729,1198438,1176025,6304788,4370384,NA,958822,-1338514,55170768,12787590,42383178,29423007,3545000,7138311,1203834,1073026,6651302,47147270,12787590,34359680,13775297,15118232,2233567,1917062,4566041,906273,1521611,554723,149121,1406324,1073026,3925993,NA,885187,7138311,20982531,96329943
pennsylvania,PA,2001,45887490,44180616,12597237,22571889,7238386,3427981,2181007,7154981,1389458,1180076,5249384,3762106,0,911128,795746,51488402,13120752,38367650,28099140,2855201,5131026,1174958,1107325,5447349,45517170,13120752,32396418,13691837,15067500,1676160,1655602,3759193,828177,1558157,694626,151727,1431360,1107325,3895506,0,840206,5131026,19249044,104570955
pennsylvania,PA,2000,54517336,41699619,10584182,22466906,7057309,3403087,2273339,6770513,1696845,1265813,4961995,3686536,0,865360,11952357,47681749,11369795,36311954,26082099,2847894,4944231,1170094,1267636,5334843,41936697,11369795,30566902,12733777,13225522,1681893,1571394,3513899,786628,1469375,626845,139898,1385942,1267636,3533888,0,800821,4944231,18594981,110453916
pennsylvania,PA,1999,49481716,38859444,10260843,21588754,6659123,3395246,2313210,6410363,1537722,1273090,4150371,2859476,0,800335,9821937,44236777,10947652,33289125,22870555,2474491,4982138,1267958,1693983,5537547,38517285,10947652,27569633,11712443,11423851,1616407,1423139,3217262,765096,1408534,499543,131548,1212909,1693983,3412570,0,737354,4982138,17658457,97788896
pennsylvania,PA,1998,48503491,36833236,9608658,20629483,6313056,3374638,2180733,6024816,1562856,1173384,3635911,2959184,0,776059,10894196,40803540,10157714,30645826,21381277,2192504,4483292,1385627,1203126,5176778,35603075,10157714,25445361,11013141,10516078,1538005,1360888,3069182,703188,1229494,505277,121109,1142874,1203126,3200713,0,717173,4483292,16393928,86782586
pennsylvania,PA,1997,49317529,35212460,9420286,19377456,6054540,3166477,1919706,5574994,1575707,1086032,3686524,2728194,0,732783,13372286,39296244,9844265,29451979,20237663,1678474,4910697,1444466,1180679,5031283,33708562,9844265,23864297,10512893,10018793,1697003,1379050,2492658,647215,1077853,435759,107810,1085661,1180679,3073188,0,676985,4910697,15367631,77928916
pennsylvania,PA,1996,42796060,33511837,9150973,18295012,5701275,3056436,1809068,5214021,1504010,1010202,3512039,2553813,0,692603,8591620,38698546,9675928,29022618,19726989,1735249,4915073,1557080,1088227,4880418,33135802,9675928,23459874,10526449,9834967,1749499,1255006,2427261,624793,1076935,431973,112570,1063412,1088227,2944710,0,647671,4915073,15045892,67401864
pennsylvania,PA,1995,40015395,32772410,9184054,18262139,5550290,3103095,1872596,4929522,1784579,1022057,3146440,2179777,0,676044,6566941,39394469,9030954,30363515,20493957,1800075,5128052,1707007,1234424,4782790,33632680,9030954,24601726,9676929,11110757,1644628,1271166,2507970,352860,954704,436586,95745,1104354,1234424,3242557,0,633737,5128052,14294000,54888739
pennsylvania,PA,1994,38252308,30461740,8363935,17141998,5134300,2984611,1752101,4735861,1486299,1048826,2939952,2015855,0,667104,7123464,37817993,8683499,29134494,20073928,1588460,4619903,1707587,1144616,4634621,32579199,8683499,23895700,9170144,11785875,1362603,1140809,2341523,319922,799605,412698,91981,973855,1144616,3035568,0,618891,4619903,13670944,53609135
pennsylvania,PA,1993,37841565,29974280,8076161,16662962,4828823,2961505,1757030,4657926,1469962,987716,2889878,2345279,0,671703,7195582,34359276,8378102,25981174,16906542,1419461,5021169,1670537,963465,4403077,28704733,8378102,20326631,8688571,8959035,1363708,1228100,2302727,310447,627350,367231,90856,934312,963465,2868931,0,633374,5021169,12989361,49036946
pennsylvania,PA,1992,36698935,29859039,8016454,16269988,4499734,2766161,1769602,4689139,1623774,921578,2806423,2766174,0,667257,6172639,34821691,8616122,26205569,17065820,2379438,4118037,1567486,1074788,4576908,30065213,8616122,21449091,9700120,9599604,1406827,993153,2191425,308727,588169,363354,107863,870630,1074788,2860553,0,638441,4118037,12962120,42919927
rhode island,RI,2018,9904803,8406086,2868687,3483100,1048957,633064,102202,1329152,118118,251607,1125268,929031,23249,NA,1475468,9471982,1307710,8164272,5815655,444220,1284611,175387,444399,1344672,8070396,1307710,6762686,2165079,3261230,56365,208094,412144,90313,219705,78868,37891,556367,444386,429262,116975,NA,1284611,9093878,13029290
rhode island,RI,2017,9261634,7506147,2519225,3266663,996390,695392,110461,1238928,129732,95760,837638,882621,24931,NA,1730556,8780280,1277277,7503003,5153303,442114,1288574,169679,449333,1325482,7319018,1277277,6041741,2168254,2770134,66227,186540,320743,87077,199314,49743,60176,406932,448794,555084,172688,NA,1288574,8932377,15786466
rhode island,RI,2016,8201456,7430240,2518206,3265727,973585,691853,120936,1236194,144269,98890,798457,847850,22692,NA,748524,8625101,1236874,7388227,5051293,459024,1272050,166674,439186,1285467,7189986,1236874,5953112,2164098,2701788,67065,182258,315809,81380,201516,53335,45791,389303,439149,548494,163065,NA,1272050,9052017,16638914
rhode island,RI,2015,8404622,7364385,2466598,3196673,959513,661010,120832,1215368,176336,63614,789919,911195,24588,0,1015649,8676551,1226790,7449761,4941610,477367,1354270,157315,519199,1246305,7171900,1226790,5945110,2052694,2672489,65951,170838,317439,81869,191023,57629,34105,386131,518163,623569,150381,0,1354270,9004835,16790546
rhode island,RI,2014,9004258,7125307,2509818,2974435,906687,622684,137657,1109636,137528,60243,761531,879523,33031,0,1845920,8366554,1198256,7168298,4735396,451661,1338312,158901,484028,1228509,6872542,1198256,5674286,2027930,2541747,67640,167229,343390,76913,186784,50625,31386,366454,484028,528416,155700,0,1338312,9388127,15848436
rhode island,RI,2013,8566673,6924694,2369822,2931631,881458,634965,129716,1088992,144310,52190,744765,878476,33239,0,1608740,8189015,1170440,7018575,4518481,404000,1471624,150354,474116,1215835,6562768,1170440,5392328,1986630,2394541,66449,158767,318630,71704,182888,59205,29055,351759,474116,469024,154623,0,1471624,9568810,15082992
rhode island,RI,2012,7987246,6844076,2345553,2868188,848547,626000,129209,1068466,136362,59604,722482,907853,33338,0,1109832,8325783,1143486,7182297,4496840,432127,1598412,146685,508233,1168436,6577646,1143486,5434160,1952295,2328052,69926,160332,350933,66541,181936,62513,28552,325387,508233,542946,149725,0,1598412,9211790,16036376
rhode island,RI,2011,9361245,7116041,2731772,2713283,812824,625064,93261,1025584,130644,25906,793659,877327,31090,0,2214114,8271963,1074302,7197661,4489016,522157,1623025,135696,427767,1143288,6409769,1074302,5335467,1815172,2403320,58830,170829,254778,71702,181796,43690,5545,322207,427767,654133,239169,0,1623025,9173572,15754977
rhode island,RI,2010,8547053,6756383,2563932,2568759,798481,606500,93364,909674,121668,39072,765541,858151,27697,0,1762973,8212308,1193600,7018708,4366354,397007,1699252,126623,429472,1096055,6354011,1193600,5160411,1768009,2329603,57913,190318,293947,77150,174958,41543,5417,323819,429472,661862,159045,0,1699252,9498115,15362227
rhode island,RI,2009,4813404,6493598,2315920,2586184,814511,569253,96880,960885,108497,36158,710638,880856,34010,0,-1714204,7440637,1002915,6437722,4218053,327375,1328207,126794,437293,1056400,5963618,1002915,4960703,1670031,2175941,64742,181653,220513,67514,179649,40416,6915,358342,437293,560609,148812,0,1328207,9180938,13810004
rhode island,RI,2008,6691508,6387606,2017956,2761356,846870,534245,95792,1091705,145866,46878,688166,920128,32643,0,271259,7495870,1067849,6428021,4301670,445746,1127934,132802,419869,1093981,6228442,1067849,5160593,1702825,2230969,87528,180822,201869,57953,199394,41480,7664,362174,419869,735895,139494,0,1127934,8926977,15635551
rhode island,RI,2007,8398170,6259541,2014527,2766046,875619,480968,94012,1085600,179168,50679,627368,851600,31646,0,2106983,7071397,1076589,5994808,4063937,390998,1036960,125455,377458,1083955,5909356,1076589,4832767,1660195,2079486,93996,162119,263915,60470,178364,43561,9298,380956,377458,599538,125081,0,1036960,8380330,15953241
rhode island,RI,2006,7532871,6057109,2068957,2741734,854257,544492,98053,1019482,169865,55585,512155,734263,30117,0,1445645,6876699,998505,5878194,4088420,433205,955143,125384,276042,1038636,5792893,998505,4794388,1657258,2095937,114891,152279,301669,55487,172162,43876,14572,365403,276042,543317,128663,0,955143,6964172,14629196
rhode island,RI,2005,7252428,5896696,2080726,2628747,844087,533947,90999,998042,113326,48346,486876,700347,27664,0,1328068,6599693,908479,5691214,3963522,353636,921156,203178,249722,1335201,5568388,908479,4659909,1550310,2097294,107815,148672,283239,53225,165827,45676,15301,337455,249722,513852,110149,0,921156,6829330,13757657
rhode island,RI,2004,7301628,5654508,2132019,2408861,804647,500727,94481,899939,69479,39588,447571,666057,21952,0,1625168,6373515,865956,5507559,3820303,332836,921469,198754,234197,1274120,5357993,865956,4492037,1468437,1940925,108043,205720,256348,49715,162234,37389,8931,294466,234197,591588,94053,0,921469,6482652,12755483
rhode island,RI,2003,5855988,5171932,1855350,2256654,764217,469660,93032,824870,67118,37757,437741,622187,17878,0,666178,5976510,828198,5148312,3532564,313585,849794,201048,251321,1074358,5026490,828198,4198292,1385449,1803847,108890,190225,228646,50475,159095,42396,24051,271097,251321,510998,100226,0,849794,6189389,10761870
rhode island,RI,2002,4891253,4835556,1719728,2127609,731597,429029,92463,823521,28273,22726,384863,603356,12653,NA,43044,5766687,749034,5017653,3315792,431019,815206,199119,256517,1022339,4842611,749034,4093577,1343682,1690087,113599,181541,259542,47946,157531,46840,25362,259607,256511,460363,108870,NA,815206,5855777,11354004
rhode island,RI,2001,5484640,4766479,1548912,2246605,695966,423232,90577,928203,77998,30629,361122,609840,12100,0,706061,5261376,711439,4549937,3013445,362888,620289,198010,355305,858474,4563666,711439,3852227,1250803,1393687,135791,137275,249291,46948,151172,42338,39170,274796,355300,487095,77421,0,620289,5727023,12180262
rhode island,RI,2000,5589130,4105718,1162862,2034909,621066,381882,90768,828983,74825,37385,334349,573598,11439,0,1471973,4648008,677552,3970456,2593859,310253,601648,187532,277164,819491,3987382,677552,3309830,1175428,1162823,121570,152274,220434,36659,139225,41252,12639,256001,277159,391918,58978,0,601648,5681091,11457852
rhode island,RI,1999,5478183,3994082,1302530,1895196,561193,362735,89553,762784,66318,52613,305769,490587,10848,0,1473253,4378203,594894,3783309,2431076,319996,591103,170617,270517,776845,3729916,594894,3135022,1077921,1061497,109926,128116,232142,32405,140655,33865,37656,224951,270512,380270,57184,0,591103,5464157,11073628
rhode island,RI,1998,4437538,3781200,1146311,1821305,525672,374530,87653,735639,69714,28097,287332,526252,9899,0,646439,3964337,548018,3416319,2239177,228411,512674,166825,269232,751378,3413431,548018,2865413,982103,1017366,77953,129777,189681,25495,126578,37752,34044,195295,269227,328160,38232,0,512674,5351703,9786539
rhode island,RI,1997,4229308,3500923,1108615,1644047,489624,323779,79856,639703,89198,21887,289532,458729,9266,0,719119,4001776,506349,3495427,2173040,267401,592578,162110,300298,716969,3372641,506349,2866292,913835,869066,79877,248079,191541,32843,119698,24557,31247,215263,300172,346463,36557,0,592578,5301681,9586571
rhode island,RI,1996,4275350,3350271,1110389,1553930,465133,317791,80448,580628,86973,22957,253238,432714,8358,0,916721,4061406,505323,3556083,2155142,317883,623998,163830,295230,703099,3400206,505323,2894883,885633,881807,89839,241935,210095,29724,116224,28056,29968,198358,295068,393499,37202,0,623998,5505683,7600422
rhode island,RI,1995,4156437,3386013,1193087,1490340,456610,312046,85202,530406,82160,23916,277406,425180,7685,0,762739,4265140,503523,3761617,2145060,462716,681661,167788,304392,712756,3544369,503523,3040846,885077,902289,93410,241221,266080,28672,114371,34548,28732,181590,304184,464195,39110,0,681661,5515554,7191691
rhode island,RI,1994,4130830,3182557,1032301,1436125,412820,309447,85954,528089,79320,20495,255475,458656,7102,0,941171,3745364,444141,3301223,1930820,333282,574825,166176,296120,674363,3134876,444141,2690735,814869,795198,62854,166400,211949,25934,104160,28369,21885,173092,295953,434213,35663,0,574825,5543852,7215891
rhode island,RI,1993,3847825,3100580,973528,1432977,413000,349934,77169,497235,69846,25793,243787,450288,7032,0,740213,3979032,483816,3495216,2007652,401279,598438,167427,320420,652146,3341983,483816,2858167,845448,885603,75568,176159,209084,28396,107217,27999,84200,168153,320205,413951,38611,0,598438,4997034,6276518
rhode island,RI,1992,3783839,3024544,988262,1307111,388987,278182,73857,478461,48502,39122,224652,504519,6658,0,752637,4174717,500667,3674050,2261533,352347,596654,157622,305894,586047,3538067,500667,3037400,813449,771274,104803,146268,181412,23513,101022,23285,79267,149626,305880,838268,39996,0,596654,5150733,6279401
south carolina,SC,2018,35446262,28177916,9916827,10550096,3303220,1644958,582294,4432104,424048,163472,5501456,2209537,1740867,NA,5527479,35002566,6768154,28234412,19841367,2322633,4237014,1288726,544672,4025773,28984861,6768154,22216707,10411541,8053479,1984218,1193624,1895096,173934,513277,208474,124542,693227,271812,1444690,1780691,NA,4237014,14571479,31178307
south carolina,SC,2017,34807666,26655917,9007621,9828825,3285007,1352342,518886,4142276,375655,154659,5243200,2576271,1729338,NA,6422411,33880302,6735297,27145005,19325690,2338303,3683587,1198414,599011,4031756,28580071,6735297,21844774,10274900,7811767,1871970,1264559,2068516,205857,520001,281506,148364,630300,355443,3146888,1616644,NA,3683587,15744638,44116844
south carolina,SC,2016,28937828,24904905,8272305,9555900,3268415,1352392,499053,3869342,440489,126209,4960870,2115830,1864592,NA,2168331,31630447,6393932,25236515,18389556,1623607,3423167,1145397,654788,3939086,26639772,6393932,20245840,9558397,7429108,1803684,1147908,1664188,184010,502322,223364,135457,566480,369191,3055663,1567508,NA,3423167,16228097,40744272
south carolina,SC,2015,29546888,24695871,8443093,9620534,3568788,1322830,524285,3695701,410931,97999,4760058,1872186,1983216,0,2867801,30551967,5955882,24596085,18212302,1343941,3302627,1105484,631731,3872842,25421331,5955882,19465449,9225130,7398432,1657101,1132870,1259022,174707,510461,211338,111859,631923,357902,2750586,1828009,0,3302627,15122266,40178972
south carolina,SC,2014,31942184,23147634,7639636,9004192,3370643,1257720,471862,3455706,366263,81998,4449801,2054005,1803512,0,6991038,29013168,5581255,23431913,16966246,1299665,3522131,1056549,587322,3690426,23756013,5581255,18174758,8763900,6658472,1520409,1065220,1101153,173578,502419,216209,108372,590709,362192,2693380,1735024,0,3522131,15089289,38229167
south carolina,SC,2013,29652787,22175009,7202824,8735455,3199752,1277230,439843,3357518,386669,74443,4193046,2043684,1874959,0,5602819,28245704,5454008,22791696,15772341,1663802,3687516,1017174,650863,3627081,22331442,5454008,16877434,8352080,6050877,1444046,1011767,923605,183055,490627,196531,86910,551247,432314,2608383,2226746,0,3687516,14723546,41024628
south carolina,SC,2012,26132172,21269235,7327090,8062639,2926177,1248449,488588,3096834,252904,49687,3966679,1912827,1901172,0,2961765,27668441,5312018,22356423,15648438,1275224,3779261,951486,702014,3551541,22182824,5312018,16870806,8112243,5896867,1514075,997756,1216035,168659,483177,196427,78888,556154,474284,2488259,1706356,0,3779261,14854263,38146746
south carolina,SC,2011,31733200,22791506,8689743,7687496,2793683,1271982,461109,2907731,216082,36909,4469875,1944392,1881095,0,7060599,29169191,5585665,23583526,16445214,1456549,3970691,995735,715337,3493175,23476348,5585665,17890683,8080658,6648186,1478463,952284,1170564,192294,445612,200164,80878,764084,470629,2992532,1722152,0,3970691,15341040,38698667
south carolina,SC,2010,28797998,21442119,7933502,7242724,2724641,1245802,409053,2673000,148500,41728,4359739,1906154,1688893,0,5666986,29036681,5369519,23667162,15988611,1746611,4177124,1049436,705380,3565618,22919524,5369519,17550005,7775952,6192888,1435197,1023050,1249688,173906,460351,224572,102809,910479,471176,2899456,1940033,0,4177124,15770780,33468922
south carolina,SC,2009,18958820,20692924,7256706,7636726,2910183,1168177,452195,2812300,249200,44671,4147376,1652116,1573993,0,-3308097,28569063,5520979,23048084,15550152,2490785,3179134,1074359,753654,3623919,22736275,5520979,17215296,7834782,6001129,1398273,1056196,1070776,187735,486737,239503,104695,1025605,553483,2777361,2653654,0,3179134,15313021,31130906
south carolina,SC,2008,22836798,20236860,6280223,8435550,3051608,1227555,433877,3327800,312600,82110,3909828,1611259,1453006,0,1146932,27590685,5719235,21871450,14967195,2343611,2773263,1002720,784661,3639952,22985286,5719235,17266051,8151202,5474835,1684779,1051239,1064541,208518,514479,299956,120343,1094646,590974,2729774,1832136,0,2773263,15212910,40977111
south carolina,SC,2007,26864143,20275961,6431212,8688935,3233632,1343680,471080,3239468,311902,89173,3573831,1581983,1400859,0,5187323,25131860,4870680,20261180,14216031,1829973,2567442,912029,735705,3360557,20937737,4870680,16067057,7462708,5454866,1309736,970251,1125851,196501,470894,259490,117228,1011040,550200,2008972,1626681,0,2567442,14981290,44819892
south carolina,SC,2006,23719970,19435908,6867415,7759797,3186306,1013815,432250,2727251,296753,103422,3305309,1503387,1339482,0,2944580,23430743,4699299,18731444,13081001,1801737,2343568,817647,687491,3264614,19785364,4699299,15086065,7076629,4825203,1216476,870263,1497651,195199,441620,205798,91489,930339,520895,1913802,1301811,0,2343568,13737148,38784518
south carolina,SC,2005,22990747,18742538,7180316,7318388,2903274,979726,402759,2691473,246935,94221,2980354,1263480,1140497,0,3107712,22709755,4245394,18464361,12826114,1872387,2328103,775861,661896,3173974,19122445,4245394,14877051,6482060,5215966,1064681,834012,1440673,167731,404715,212693,82922,839431,498032,1879529,1259207,0,2328103,13369988,37720339
south carolina,SC,2004,21814644,17408920,6721608,6803568,2726657,963329,383505,2438712,196510,94855,2673865,1209879,1047934,0,3357790,21550915,4159942,17390973,12045657,1771527,2293201,698482,582106,2736968,18083674,4159942,13923732,6104392,4936352,1115267,677607,1412728,182727,419758,201047,68284,759380,426590,1779542,1174040,0,2293201,11883890,30604121
south carolina,SC,2003,19669246,15408525,5738966,6353115,2555851,875158,325511,2334066,173886,88643,2376569,939875,1033335,0,3227386,21039752,4155920,16883832,11533662,2081357,2162103,612270,494440,3009070,17684894,4155920,13528974,6037317,4775314,1112095,698202,1341643,243452,426300,190004,71732,682434,333213,1773188,1192755,0,2162103,10990201,28498350
south carolina,SC,2002,16996797,14476608,5434346,6087792,2335170,822634,310759,2349195,159837,110197,2136426,818044,985864,NA,1534325,20009040,4241010,15768030,10962157,1594880,2005519,428518,776956,2643426,17048314,4241010,12807304,5656159,4373330,904894,721138,1348549,221406,424031,231871,65008,561369,652074,1888485,955207,NA,2005519,10115612,26742505
south carolina,SC,2001,16865229,13872539,4792650,6415080,2500285,775050,346713,2498818,192070,102144,1923371,741438,862415,0,2130275,18078717,4168449,13910268,10106265,1541710,1503929,340095,418269,3059775,15674885,4168449,11506436,5448935,3866330,847267,680276,1222064,219115,480952,276422,69479,566984,290863,1706198,899903,0,1503929,9560312,26854349
south carolina,SC,2000,15965831,13317180,4379015,6381391,2458308,782547,375162,2445559,227161,92654,1741275,815499,814166,0,1834485,16236728,3806116,12430612,9084164,1390196,1244928,299792,411532,2827164,14194639,3806116,10388523,5011288,3458383,772952,645473,1178207,217311,437104,250110,62649,344458,259121,1557583,797161,0,1244928,7057310,24871777
south carolina,SC,1999,14566262,12377605,3882061,6161205,2347155,738588,424542,2298226,257488,95206,1621574,712765,775639,0,1413018,14482992,3355056,11127936,8304964,974976,1175715,298908,373373,2748669,12641446,3355056,9286390,4423952,3125827,731431,647803,962430,185488,436680,192518,50761,300038,216285,1368233,665831,0,1175715,5081880,23539398
south carolina,SC,1998,15202985,11415166,3442418,5683148,2162858,731430,404915,2087461,213622,82862,1615530,674070,727824,0,3059995,13574926,3142089,10432837,7852702,865033,1069675,255985,389442,2694447,11845862,3142089,8703773,4208554,2955074,707356,627252,711195,170145,422760,185264,49984,288667,221370,1298241,659389,0,1069675,5191423,22234136
south carolina,SC,1997,13804751,10750064,3161523,5381412,2032134,703161,411179,1932992,239350,62596,1599571,607558,699606,0,2355081,12847221,2929143,9918078,7332158,844018,1080349,287892,373661,2554208,11127158,2929143,8198015,3902910,2621547,611090,703186,664814,159579,429244,173793,49562,316043,208648,1286742,639714,0,1080349,5349807,20139801
south carolina,SC,1996,12601859,10260863,3187100,5113034,1919340,684362,389432,1813461,250867,55572,1413835,546894,643838,0,1697158,12399928,2720441,9679487,7159231,825810,1062065,282451,349930,2462015,10683485,2720441,7963044,3832467,2554452,597611,710015,615953,140200,391366,171254,51092,261953,184813,1172309,654378,0,1062065,5324200,18467925
